holder_id,gross_interest_reported,first_name,last_name,nino,date_of_birth,address_line_1,town,postcode
H0000267,2627.61,Dev,Eriksson,OW264164D,1951-03-15,231 Alder Way,Newcastle upon Tyne,NE27 7AJ
H0000268,168.46,Lucy,Whitfield,MP802000C,1992-05-16,123 Cathedral Close,Birmingham,B4 9QN
H0000269,4219.55,Grace,Gill,JN337208A,1985-01-21,121 Dovecote Lane,Nottingham,NG21 6GS
H0000270,3545.44,Farid,Yates,MS652479A,2002-12-03,83 Ivywood Crescent,Bristol,BS24 7AD
H0000271,2243.93,Dev,Vasquez,HZ049825B,1971-09-30,173 Hollybank Avenue,Leeds,LS19 7RX
H0000272,2317.57,Dev,Whitfield,GK429477D,2002-10-05,238 Jubilee Terrace,Nottingham,NG17 2LY
H0000273,6825.37,Brian,Whitfield,YH582959A,1970-10-31,151 Dovecote Lane,Glasgow,G34 5XJ
H0000274,502.25,Brian,Whitfield,AG555798B,1961-06-29,230 Ivywood Crescent,Norwich,NR4 3AD
H0000275,45.28,Yusuf,Fitzgerald,KY065575C,1990-05-26,116 Ivywood Crescent,Glasgow,G15 3SE
H0000277,3615.85,Grace,Chowdhury,NE535631A,2002-07-29,212 Jubilee Terrace,Manchester,M39 9HD
H0000278,40.56,Zainab,Hargreaves,LW901394D,1965-12-01,118 Hollybank Avenue,Birmingham,B32 2SR
H0000279,1901.08,Kwame,Vasquez,YR586106A,1983-10-23,142 Cathedral Close,Newcastle upon Tyne,NE29 3NJ
H0000280,3327.31,Priya,Zielinski,GT447880C,1966-01-05,196 Granby Row,Manchester,M11 7BB
H0000281,399.2,Aisha,Quinn,GE731225B,1976-03-03,216 Eastgate,Cardiff,CF33 6QF
H0000282,3406.17,Lucy,Vasquez,NL432942A,1981-11-30,165 Hollybank Avenue,Norwich,
H0000283,2426.85,Quentin,Ubadike,GZ552496C,1964-10-11,118 Ivywood Crescent,Manchester,M5 4NH
H0000284,2094.02,Kwame,Yates,WX245829A,1987-11-20,224 Ivywood Crescent,Norwich,NR8 6BL
H0000285,17.85,Niamh,Kaur,TE723288C,1973-12-19,63 Eastgate,Leeds,LS21 5QY
H0000287,2.59,Aisha,Ubadike,OY197082B,1967-12-07,43 Cathedral Close,Cardiff,CF37 3PU
H0000288,539.19,Eleanor,Bhatt,KS529627C,1990-09-25,187 Fenwick Street,Birmingham,B26 3XP
H0000289,4838.44,Xiuying,Kaur,ZC840240D,1984-03-18,77 Eastgate,Glasgow,G13 8UU
H0000291,911.03,Yusuf,Yates,PR529640A,1995-10-19,161 Hollybank Avenue,Birmingham,B10 4YX
H0000292,36.37,Ualan,Abbott,CX725035D,1989-07-17,84 Granby Row,Leeds,LS18 3HE
H0000293,1394.75,Mohammed,Zielinski,JP838983D,1968-04-18,64 Eastgate,Newcastle upon Tyne,NE38 9SD
H0000294,1933.65,Brian,Jenkins,WY975365A,1994-12-18,148 Fenwick Street,Bristol,BS40 8BG
H0000295,2478.86,Niamh,Pemberton,WM290791A,1968-10-30,42 Dovecote Lane,Bristol,BS8 1DY
H0000296,4624.15,William,Xu,LP562938D,1972-02-11,96 Fenwick Street,Birmingham,B14 1WB
H0000297,395.87,Grace,Fitzgerald,HT627906A,1971-04-07,130 Ivywood Crescent,Leeds,LS3 1QQ
H0000298,3524.37,Imogen,Abbott,BC187585D,2003-11-21,125 Granby Row,Manchester,M7 9FZ
H0000299,5596.7,William,Gill,XJ561029A,2002-03-15,195 Dovecote Lane,Manchester,M34 4EZ
H0000301,706.0,William,Fitzgerald,WN073117A,1970-01-05,140 Dovecote Lane,Manchester,M13 5UB
H0000302,332.34,Kwame,Fitzgerald,LE244692A,1940-02-01,51 Hollybank Avenue,Manchester,
H0000303,2661.81,Hamish,Chowdhury,KG400708A,1962-03-26,136 Bramley Road,Newcastle upon Tyne,NE34 2HF
H0000304,589.3,Quentin,Eriksson,XN974479B,1995-08-04,101 Cathedral Close,Sheffield,S14 1BJ
H0000305,1355.27,Catherine,Rahman,JA654306C,1984-09-25,166 Dovecote Lane,Bristol,BS13 1AE
H0000306,2829.04,Imogen,Okonkwo,XP729118B,1990-08-23,50 Dovecote Lane,Norwich,NR22 2FQ
H0000307,340.5,Rosalind,Whitfield,HX824684B,1985-04-23,93 Granby Row,Birmingham,B39 2WR
H0000309,1296.72,Oluwaseun,Kaur,YA884880B,1940-08-31,25 Ivywood Crescent,Manchester,M29 6FR
H0000310,56.71,Hamish,Hargreaves,YT032900C,1973-06-17,197 Jubilee Terrace,Bristol,BS15 8SL
H0000311,631.08,Tara,Doyle,ER793043D,1958-03-09,104 Dovecote Lane,Manchester,M28 3AD
H0000312,14.33,Kwame,Pemberton,BP006718A,1990-03-30,175 Jubilee Terrace,Bristol,BS40 6LS
H0000313,2894.9,Yusuf,Jenkins,XA920483B,1949-04-08,144 Eastgate,Norwich,NR32 2DQ
H0000314,11.4,Hamish,Vasquez,NS174973D,1977-10-27,51 Fenwick Street,Leeds,LS31 3DH
H0000315,59.23,Dev,Yates,PP481310B,1991-04-15,68 Bramley Road,Leeds,LS10 6DF
H0000316,2625.48,Lucy,Thackeray,CJ549150C,1959-11-21,233 Cathedral Close,Leeds,LS2 9WB
H0000317,4193.21,Ualan,Okonkwo,LH958461C,1958-03-19,206 Granby Row,Sheffield,S26 5NY
H0000318,1312.89,Xiuying,Chowdhury,OC061516B,1953-02-10,168 Eastgate,Cardiff,CF34 5EQ
H0000319,1572.18,Dev,Whitfield,GN407307A,1988-04-14,20 Ivywood Crescent,Manchester,M22 8QG
H0000320,4616.14,Farid,Vasquez,ON733269A,1972-10-23,25 Hollybank Avenue,Newcastle upon Tyne,NE33 3SX
H0000321,5198.06,Quentin,Vasquez,JX219357A,1959-02-11,211 Cathedral Close,Norwich,NR28 6YS
H0000322,250.99,Rosalind,Jenkins,SJ262973A,1956-01-17,28 Dovecote Lane,Nottingham,NG18 7RN
H0000323,2700.31,Hamish,Eriksson,SL744341A,1966-12-26,119 Cathedral Close,Cardiff,CF21 8XZ
H0000324,117.05,Mohammed,Sinclair,OC798830C,1986-07-10,112 Granby Row,Sheffield,S9 3NS
H0000325,676.58,Niamh,Yates,ZA534675C,1980-02-16,38 Cathedral Close,Sheffield,S37 4AZ
H0000326,219.94,Hamish,Thackeray,LL551610A,1996-07-13,163 Dovecote Lane,Birmingham,B38 6NF
H0000327,3411.18,Hamish,Chowdhury,NJ138687D,1949-02-26,206 Eastgate,Norwich,NR6 4XN
H0000328,15.32,Kwame,Abbott,PJ634587A,1944-03-08,76 Dovecote Lane,Cardiff,CF26 8GN
H0000329,1596.65,Dev,Thackeray,JG600465B,1978-01-18,128 Alder Way,Birmingham,B15 9WH
H0000330,4337.27,Kwame,Lindqvist,CG140079A,2002-04-01,65 Ivywood Crescent,Leeds,LS15 4UW
H0000332,716.57,Dev,Quinn,JE875834A,1993-05-21,52 Jubilee Terrace,Manchester,M30 9FF
H0000333,1226.23,Grace,Fitzgerald,PW234057D,1962-11-27,210 Cathedral Close,Birmingham,B9 8HX
H0000334,549.86,Niamh,Yates,AY981170A,1943-01-20,76 Ivywood Crescent,Cardiff,CF8 8WS
H0000335,5409.89,Aisha,Fitzgerald,JJ028413A,2003-11-08,105 Cathedral Close,Nottingham,NG18 8ZG
H0000336,1669.27,Rosalind,Mensah,NE711678B,1972-12-03,114 Ivywood Crescent,Bristol,BS28 6WU
H0000337,4382.6,Xiuying,Chowdhury,GK155199C,1980-02-13,48 Fenwick Street,Norwich,NR38 3HU
H0000338,438.29,Ualan,Sinclair,YJ286351B,1990-04-21,184 Granby Row,Birmingham,B38 4HS
H0000339,184.24,Catherine,Hargreaves,TG517936D,1992-01-14,234 Fenwick Street,Nottingham,NG36 1TP
H0000341,26.77,Priya,Quinn,KZ816606D,1973-05-31,231 Alder Way,Manchester,M37 6ZE
H0000342,1187.77,Ualan,Zielinski,BE104754C,1954-09-22,156 Granby Row,Nottingham,NG23 4EG
H0000343,5467.05,Zainab,Rahman,PZ762162D,1985-05-21,10 Dovecote Lane,Nottingham,NG18 2UT
H0000344,3873.64,Niamh,Gill,EY375613A,1942-09-22,127 Granby Row,Nottingham,NG35 5FA
H0000345,2835.07,Rosalind,Iqbal,BP475883B,1972-09-06,81 Dovecote Lane,Cardiff,CF1 6NL
H0000346,221.5,Tara,Bhatt,XG022396C,1954-08-09,31 Jubilee Terrace,Birmingham,B11 3TU
H0000347,8289.23,Brian,Chowdhury,AS981254C,1940-02-17,220 Dovecote Lane,Cardiff,CF25 6TD
H0000348,3368.27,Kwame,Gill,TE401712A,1985-07-06,196 Hollybank Avenue,Leeds,LS30 3QU
H0000349,961.52,William,Hargreaves,SX207693D,1983-01-21,192 Fenwick Street,Cardiff,CF10 1UQ
H0000350,2132.95,Brian,Yates,JT581643C,1947-05-05,56 Alder Way,Birmingham,B25 9LF
H0000351,1903.23,Oluwaseun,Jenkins,AH731304A,1976-03-01,93 Bramley Road,Cardiff,CF30 1ZP
H0000352,1364.5,Kwame,Zielinski,LP594596D,1952-01-08,231 Bramley Road,Leeds,LS29 2SZ
H0000353,537.5,Quentin,Okonkwo,ES764945D,1945-10-30,186 Granby Row,Newcastle upon Tyne,NE26 8YH
H0000354,2640.31,Jaspreet,Yates,BZ283011C,1976-09-13,70 Cathedral Close,Birmingham,B19 8YL
H0000355,5047.8,Farid,Gill,HB509640B,1974-12-10,81 Jubilee Terrace,Newcastle upon Tyne,NE11 6PY
H0000356,4307.72,Rosalind,Yates,TX930772A,1948-10-15,168 Jubilee Terrace,Norwich,NR26 1GZ
H0000359,4335.37,Priya,Gill,PA648045A,1949-12-12,116 Cathedral Close,Nottingham,NG18 5GP
H0000360,2548.35,Kwame,Okonkwo,PK106795D,1993-06-21,13 Eastgate,Newcastle upon Tyne,NE4 6QS
H0000361,10043.8,Oluwaseun,Kaur,RE941112C,1982-07-31,179 Eastgate,Bristol,BS23 5JE
H0000362,5.07,Niamh,Vasquez,XE853000C,1946-02-16,96 Jubilee Terrace,Newcastle upon Tyne,NE32 3SA
H0000363,480.72,Zainab,Sinclair,KR503885B,1972-08-13,205 Granby Row,Norwich,NR22 8BZ
H0000364,4569.24,Oluwaseun,Doyle,CE114699C,1972-11-01,173 Granby Row,Glasgow,G18 3NB
H0000365,4029.48,Jaspreet,Whitfield,ST466081B,1986-03-19,91 Dovecote Lane,Manchester,M12 8PT
H0000366,1568.18,Jaspreet,Yates,AS096687C,2000-10-24,209 Hollybank Avenue,Bristol,BS14 1QT
H0000367,2644.53,Verity,Nowak,OS692578B,1993-10-09,222 Eastgate,Birmingham,B37 1HJ
H0000368,332.36,Sanjay,Gill,XB772813D,1989-10-30,68 Fenwick Street,Bristol,BS34 3LH
H0000369,2439.65,Kwame,Pemberton,OC434463C,1996-06-27,80 Jubilee Terrace,Norwich,NR21 7WB
H0000370,2756.36,Sanjay,Nowak,LR070790C,1961-04-18,105 Alder Way,Leeds,LS24 8JB
H0000371,4040.27,Rosalind,Thackeray,HC482687B,1968-10-18,138 Fenwick Street,Glasgow,G33 7TE
H0000372,888.67,Yusuf,Whitfield,YE544075B,1969-03-23,22 Hollybank Avenue,Birmingham,B4 8EN
H0000373,4628.37,Ualan,Zielinski,GT829750B,1992-06-21,212 Ivywood Crescent,Leeds,LS11 9NF
H0000374,20.96,Catherine,Pemberton,JY719330B,1946-10-19,182 Cathedral Close,Nottingham,NG9 1SN
H0000375,167.46,Rosalind,Jenkins,TT318380C,1967-08-19,37 Jubilee Terrace,Nottingham,NG18 9SD
H0000376,5665.95,Catherine,Pemberton,NA575674A,1971-02-22,111 Granby Row,Cardiff,CF34 6NY
H0000377,3624.31,Lucy,Hargreaves,KJ483442D,1973-08-20,58 Bramley Road,Newcastle upon Tyne,NE17 1XF
H0000378,915.01,Hamish,Okonkwo,OA895034C,1944-03-17,151 Cathedral Close,Birmingham,B14 6TF
H0000379,548.41,Tara,Okonkwo,AN598442D,1957-03-18,14 Dovecote Lane,Newcastle upon Tyne,NE3 1XF
H0000380,1857.23,Eleanor,Jenkins,XN250231A,1981-03-20,219 Granby Row,Manchester,M16 5AU
H0000381,3799.5,Grace,Chowdhury,PT795907A,1950-04-22,36 Jubilee Terrace,Leeds,LS38 9LT
H0000382,1343.14,Priya,Lindqvist,EN650099A,1961-06-17,26 Fenwick Street,Birmingham,B23 6QA
H0000383,6588.94,Niamh,Hargreaves,JT346179A,1985-02-10,27 Jubilee Terrace,Manchester,M38 3AP
H0000384,712.27,Lucy,Lindqvist,MP083469A,1943-04-17,24 Cathedral Close,Cardiff,CF20 9HQ
H0000385,3785.68,Yusuf,Bhatt,CS513459C,1957-09-30,102 Bramley Road,Manchester,M12 4SY
H0000386,393.5,Mohammed,Zielinski,LJ426068D,1958-12-09,20 Granby Row,Birmingham,B5 4GA
H0000387,187.09,Tara,Okonkwo,JR076077B,1992-05-21,192 Eastgate,Norwich,NR35 4PH
H0000388,2448.04,Eleanor,Bhatt,WN115434D,1940-01-13,113 Dovecote Lane,Norwich,NR28 4NG
H0000389,701.66,Ualan,Chowdhury,MM781968C,1981-04-20,12 Fenwick Street,Nottingham,NG3 6SP
H0000391,1270.09,Rosalind,Fitzgerald,YZ377424B,1999-05-04,170 Cathedral Close,Bristol,BS36 3DE
H0000392,4680.85,Lucy,Thackeray,HA773274A,1991-09-14,169 Fenwick Street,Bristol,BS30 4EN
H0000393,2555.8,Niamh,Zielinski,GG153294B,1958-11-16,1 Ivywood Crescent,Sheffield,S15 5FY
H0000397,2094.3,Farid,Chowdhury,YW569656C,1977-08-30,118 Granby Row,Bristol,BS17 4NH
H0000398,1205.89,Oluwaseun,Jenkins,OC907213D,1941-11-21,82 Ivywood Crescent,Newcastle upon Tyne,NE2 3GY
H0000399,3822.53,Grace,Hargreaves,LE625023C,2003-02-21,159 Alder Way,Norwich,NR11 8FY
H0000400,3493.81,Oluwaseun,Okonkwo,AY327628C,1994-07-12,34 Fenwick Street,Bristol,BS3 4GT
H0000401,849.36,Kwame,Eriksson,WR767924A,1970-03-25,18 Eastgate,Birmingham,B33 6ZQ
H0000402,3465.28,Kwame,Thackeray,TY631150D,1994-08-14,117 Granby Row,Cardiff,CF18 7JA
H0000403,534.03,Xiuying,Kaur,XA133812D,1981-12-18,188 Jubilee Terrace,Norwich,NR17 3QZ
H0000404,3457.9,Zainab,Okonkwo,JH286127A,1946-07-06,121 Dovecote Lane,Cardiff,CF16 7ZL
H0000405,2308.11,Catherine,Rahman,OW868765C,1979-04-08,,Leeds,LS10 5DQ
H0000406,539.44,Quentin,Mensah,EE254382D,1992-03-29,45 Eastgate,Cardiff,CF30 8AE
H0000408,387.49,Eleanor,Zielinski,PR942872D,1945-07-06,195 Granby Row,Glasgow,G26 5WE
H0000409,122.48,Aisha,Abbott,WC041790B,1992-10-05,196 Dovecote Lane,Sheffield,S18 7DG
H0000410,785.3,Hamish,Abbott,GN064884C,1956-10-01,41 Cathedral Close,Norwich,NR29 6ZH
H0000411,3101.9,Sanjay,Nowak,OG499725D,1950-01-05,156 Cathedral Close,Norwich,NR22 3NT
H0000412,7320.12,Brian,Yates,LP985374D,1949-07-24,1 Hollybank Avenue,Cardiff,CF25 8ZW
H0000413,3291.3,Grace,Mensah,LR037318B,1992-03-07,236 Fenwick Street,Newcastle upon Tyne,NE34 7WW
H0000414,2229.81,Farid,Zielinski,AE199275A,1954-02-19,182 Fenwick Street,Birmingham,B38 7ZG
H0000416,2631.3,William,Gill,GK138696D,1974-02-14,191 Jubilee Terrace,Glasgow,G4 3ZB
H0000417,990.67,Eleanor,Fitzgerald,HP198364A,1942-05-23,125 Granby Row,Nottingham,NG1 2QY
H0000418,1011.82,Mohammed,Jenkins,KT117378B,1985-09-30,164 Jubilee Terrace,Birmingham,B30 9WE
H0000419,3528.0,Lucy,Vasquez,CH123436C,1990-09-16,42 Jubilee Terrace,Norwich,NR33 2HA
H0000420,572.15,Sanjay,Doyle,HE756549B,1947-04-24,159 Dovecote Lane,Glasgow,G31 9SN
H0000421,1968.36,Sanjay,Mensah,HT042982C,1991-11-03,30 Dovecote Lane,Sheffield,S26 3XL
H0000422,538.15,Oluwaseun,Fitzgerald,XJ481036B,1995-04-22,134 Eastgate,Newcastle upon Tyne,NE32 1ST
H0000423,262.95,Verity,Jenkins,CG296111B,1968-10-13,83 Ivywood Crescent,Bristol,BS9 3YS
H0000424,2175.13,Hamish,Fitzgerald,OX304599B,1992-02-29,78 Jubilee Terrace,Bristol,BS4 3XU
H0000425,1559.54,Imogen,Ubadike,ZR515669C,1957-02-07,206 Dovecote Lane,Leeds,LS19 1WB
H0000426,5034.04,Lucy,Doyle,NH057524C,1960-04-27,86 Hollybank Avenue,Birmingham,B34 6EW
H0000427,3738.55,Oluwaseun,Jenkins,BM460787B,1949-07-17,10 Granby Row,Glasgow,G7 7PA
H0000428,716.29,Lucy,Chowdhury,CZ404502A,2004-04-24,187 Granby Row,Norwich,NR38 7WZ
H0000430,1805.08,Hamish,Pemberton,MB739855C,1997-01-02,240 Alder Way,Newcastle upon Tyne,NE30 3UB
H0000431,676.55,Rosalind,Lindqvist,LH786036D,1958-04-21,185 Fenwick Street,Nottingham,NG14 4PY
H0000433,3289.36,Rosalind,Lindqvist,BR878550C,1995-07-21,144 Bramley Road,Newcastle upon Tyne,NE15 3ET
H0000434,1768.99,Verity,Rahman,TX035515C,1985-01-23,,Sheffield,S18 8QA
H0000436,1821.07,Rosalind,Kaur,BJ591836D,1995-03-03,58 Ivywood Crescent,Nottingham,NG15 1GS
H0000437,6010.28,Zainab,Thackeray,AL867013D,1995-09-13,177 Dovecote Lane,Glasgow,G16 2BJ
H0000438,64.56,Rosalind,Lindqvist,OZ077480B,2000-12-28,30 Cathedral Close,Cardiff,CF39 2NA
H0000439,1801.73,Aisha,Lindqvist,LN235315C,1991-10-22,206 Dovecote Lane,Birmingham,B6 9FX
H0000440,2149.21,Imogen,Kaur,YS962435C,1941-07-02,28 Eastgate,Norwich,NR8 1RN
H0000441,363.6,Quentin,Yates,MX399617B,1999-03-16,239 Fenwick Street,Birmingham,B21 6DJ
H0000442,2349.46,Sanjay,Bhatt,MC294039A,1983-12-15,176 Fenwick Street,Newcastle upon Tyne,NE27 1JU
H0000443,4024.84,Verity,Chowdhury,AE607307D,1989-03-26,60 Granby Row,Birmingham,B22 3PH
H0000444,3078.06,Tara,Sinclair,GR056635D,1983-08-10,212 Fenwick Street,Birmingham,B13 4XP
H0000445,2040.28,Niamh,Lindqvist,LE671246B,1994-08-23,232 Dovecote Lane,Nottingham,NG10 4ZE
H0000446,2478.18,Grace,Vasquez,KC407926C,1975-03-10,19 Cathedral Close,Bristol,BS28 3LB
H0000447,975.46,Catherine,Fitzgerald,LW163560C,1956-02-10,42 Hollybank Avenue,Birmingham,B10 1YY
H0000448,5503.81,Hamish,Jenkins,XC030329B,1987-01-25,238 Ivywood Crescent,Birmingham,B31 5ZT
H0000449,5598.38,Brian,Whitfield,CY657513D,1977-05-16,181 Granby Row,Leeds,LS32 7HE
H0000450,1427.68,Zainab,Ubadike,ON210382D,1996-01-05,196 Bramley Road,Manchester,M15 9EU
H0000451,359.69,Grace,Doyle,OT051649B,1997-07-06,185 Granby Row,Manchester,M3 9GW
H0000452,501.89,William,Kaur,BY026938D,1980-02-25,117 Cathedral Close,Leeds,LS34 9DQ
H0000453,1618.91,Eleanor,Gill,YT535174C,1977-05-30,214 Eastgate,Nottingham,NG5 2HH
H0000454,195.75,Mohammed,Xu,TY432329C,1969-06-05,12 Granby Row,Bristol,BS32 9WT
H0000455,1287.25,Brian,Quinn,LS884287D,1990-07-02,213 Eastgate,Bristol,BS30 6HE
H0000456,2588.4,Xiuying,Bhatt,CX860920D,1941-04-24,115 Fenwick Street,Sheffield,S37 7RP
H0000457,2262.08,Dev,Xu,HK654390D,1946-09-17,222 Alder Way,Nottingham,NG18 7ZT
H0000458,402.0,Imogen,Thackeray,WH057957D,1949-06-10,179 Hollybank Avenue,Glasgow,G37 3RF
H0000459,5137.92,Eleanor,Kaur,SX581228D,2002-06-23,105 Bramley Road,Leeds,LS28 6ZD
H0000460,3744.72,William,Chowdhury,HC159458A,1974-12-19,134 Hollybank Avenue,Norwich,NR29 9QT
H0000461,75.76,Verity,Thackeray,YB051127A,2000-01-03,136 Granby Row,Newcastle upon Tyne,NE11 8ZA
H0000462,163.61,Rosalind,Zielinski,XL153343D,1963-08-14,89 Fenwick Street,Glasgow,G18 3UF
H0000463,1136.0,Catherine,Quinn,HB612253C,1994-10-10,20 Jubilee Terrace,Cardiff,CF33 6AH
H0000464,4141.53,Tara,Vasquez,BY358967B,1956-10-25,79 Alder Way,Leeds,LS25 5AY
H0000465,283.18,Rosalind,Iqbal,LW717770C,1959-04-15,218 Ivywood Crescent,Leeds,LS40 5RR
H0000466,160.56,Mohammed,Lindqvist,CL074837D,1997-10-09,219 Cathedral Close,Cardiff,CF21 2ZH
H0000467,171.54,Catherine,Pemberton,ZR877712D,1986-04-17,133 Dovecote Lane,Sheffield,S28 8LB
H0000468,4708.4,Lucy,Gill,KY313063D,1951-10-11,65 Jubilee Terrace,Leeds,LS10 7WA
H0000469,1438.56,Ualan,Iqbal,PK685621B,1963-06-15,185 Cathedral Close,Newcastle upon Tyne,NE19 6JY
H0000470,3107.52,Hamish,Mensah,GL645567C,1952-11-29,129 Jubilee Terrace,Glasgow,G26 8WU
H0000471,4365.07,Tara,Zielinski,HG239288C,1952-07-28,221 Hollybank Avenue,Cardiff,CF25 7SA
H0000472,19.81,Mohammed,Zielinski,YR734189C,1989-06-19,25 Jubilee Terrace,Glasgow,G13 7PT
H0000473,290.9,Aisha,Mensah,EX480732B,1978-02-08,228 Eastgate,Sheffield,S18 8UB
H0000474,1802.71,Eleanor,Yates,SW871937C,1978-12-13,59 Fenwick Street,Leeds,LS18 6DD
H0000475,173.33,Priya,Eriksson,NJ348058D,1941-10-27,69 Jubilee Terrace,Glasgow,G38 3QU
H0000476,1095.39,Priya,Abbott,AA765150A,1990-10-30,88 Jubilee Terrace,Norwich,NR29 2RT
H0000477,234.85,Yusuf,Zielinski,PE493557B,1996-10-21,83 Bramley Road,Norwich,NR19 8HP
H0000478,2073.3,Sanjay,Quinn,PS992692C,1954-04-23,109 Fenwick Street,Norwich,NR19 7TY
H0000480,491.72,Eleanor,Eriksson,TG546033A,1940-04-03,195 Alder Way,Bristol,BS34 3LL
H0000481,1051.39,Zainab,Hargreaves,EN564287A,1975-03-14,139 Granby Row,Nottingham,NG32 4GZ
H0000482,54.19,Priya,Mensah,OX156522C,1983-06-26,77 Hollybank Avenue,Birmingham,B35 8TX
H0000483,129.98,Yusuf,Eriksson,MK957572C,1993-11-18,75 Bramley Road,Leeds,LS23 8QH
H0000484,1748.96,Imogen,Yates,TA429944A,1948-07-07,164 Granby Row,Norwich,NR16 3BJ
H0000485,14.28,Brian,Rahman,PN720987B,2002-08-03,95 Eastgate,Newcastle upon Tyne,NE4 9BZ
H0000486,1226.99,Lucy,Yates,TK643532A,1945-10-08,69 Jubilee Terrace,Manchester,M40 3PP
H0000487,78.73,Sanjay,Kaur,MJ250255D,1951-07-14,30 Dovecote Lane,Norwich,NR38 2BP
H0000488,2575.69,Priya,Lindqvist,XX621125A,1997-10-06,122 Jubilee Terrace,Manchester,M32 1LH
H0000489,199.06,Kwame,Iqbal,XC649172A,1988-12-07,169 Granby Row,Sheffield,S6 1LX
H0000490,2597.54,Jaspreet,Fitzgerald,YB198383D,1995-10-03,194 Cathedral Close,Birmingham,B33 1XL
H0000491,3303.02,Quentin,Abbott,MA993558B,1974-03-29,200 Granby Row,Birmingham,B22 3WA
H0000492,5312.74,Grace,Yates,BL357556C,1958-02-05,172 Dovecote Lane,Manchester,M3 4BT
H0000494,220.36,Oluwaseun,Hargreaves,NG134993C,1992-11-02,58 Alder Way,Leeds,LS10 2SA
H0000495,5263.87,Xiuying,Hargreaves,WJ092003B,1967-12-21,239 Hollybank Avenue,Bristol,BS5 9FE
H0000496,2082.04,Aisha,Okonkwo,LG049159B,1975-01-09,234 Fenwick Street,Birmingham,B34 4QA
H0000497,2096.16,Quentin,Abbott,KW972375B,1965-05-14,87 Jubilee Terrace,Bristol,BS10 5JF
H0000498,4263.36,Niamh,Lindqvist,PK601612B,2000-12-21,13 Alder Way,Nottingham,NG8 1UT
H0000499,5043.4,Tara,Eriksson,GP929125A,1984-01-11,215 Cathedral Close,Cardiff,CF12 2WX
H0000500,240.02,Yusuf,Nowak,LM477279A,1977-10-17,21 Granby Row,Norwich,NR26 5WG
H0000501,534.26,Eleanor,Mensah,MM155117C,1999-07-07,165 Fenwick Street,Leeds,LS19 8DR
H0000502,2635.78,Oluwaseun,Nowak,MT802936B,1989-01-21,44 Dovecote Lane,Newcastle upon Tyne,NE13 2GX
H0000504,1471.55,Imogen,Nowak,EL535004A,1997-02-15,146 Granby Row,Bristol,BS31 2AQ
H0000505,2093.14,Sanjay,Zielinski,LY820307C,1942-12-26,74 Jubilee Terrace,Cardiff,CF6 9XB
H0000507,1757.55,Eleanor,Doyle,PR081660B,1978-07-11,237 Eastgate,Nottingham,NG17 7AG
H0000508,575.01,Niamh,Hargreaves,HG044879B,2004-01-07,28 Fenwick Street,Glasgow,G34 2FE
H0000509,3351.56,Kwame,Lindqvist,RE048301D,1970-04-07,221 Bramley Road,Birmingham,B2 9QZ
H0000510,75.32,Grace,Sinclair,JA791490C,1948-02-03,31 Cathedral Close,Bristol,BS22 3JQ
H0000511,32.42,Yusuf,Abbott,XY910423A,1968-07-02,1 Eastgate,Sheffield,S21 5DT
H0000513,7462.14,Verity,Sinclair,EA207602C,1993-12-09,118 Hollybank Avenue,Leeds,LS14 4YS
H0000514,4783.01,Verity,Quinn,YK590295B,2002-07-21,119 Eastgate,Manchester,M4 6LB
H0000515,1117.81,Dev,Vasquez,JS163043B,1970-12-17,215 Eastgate,Manchester,M10 3FJ
H0000516,2653.73,Eleanor,Okonkwo,BZ951008D,1967-10-01,170 Hollybank Avenue,Glasgow,G29 2GF
H0000517,80.5,Quentin,Eriksson,GK799594A,2003-12-25,76 Bramley Road,Sheffield,S17 3TD
H0000518,1060.74,Niamh,Lindqvist,EG997014B,1953-04-13,66 Bramley Road,Birmingham,B17 5BY
H0000519,1305.42,Mohammed,Vasquez,BY502516B,1977-01-31,94 Granby Row,Sheffield,S39 7GY
H0000520,1441.88,Quentin,Abbott,MB472520D,1990-04-28,81 Alder Way,Nottingham,NG8 6HH
H0000521,933.62,Eleanor,Eriksson,MR658274A,1977-07-27,28 Fenwick Street,Cardiff,CF18 8HS
H0000522,22.21,Niamh,Lindqvist,KW026184D,1953-04-22,152 Granby Row,Sheffield,S19 8GT
H0000523,36.09,Quentin,Whitfield,HX988070B,1956-09-05,7 Alder Way,Glasgow,G24 6YA
H0000524,562.36,Jaspreet,Rahman,ZC972766C,1952-01-22,186 Eastgate,Sheffield,S10 6DU
H0000525,1367.09,Niamh,Hargreaves,CA855654B,2003-11-17,106 Bramley Road,Birmingham,B26 4XY
H0000526,4658.24,Verity,Bhatt,BS831329D,1966-03-06,193 Ivywood Crescent,Birmingham,B26 9DZ
H0000527,4270.01,Eleanor,Lindqvist,BN112588C,1954-10-12,130 Dovecote Lane,Birmingham,B13 8NT
H0000528,760.65,Verity,Bhatt,EG852161A,1976-01-11,109 Alder Way,Glasgow,G22 4SJ
H0000530,3354.17,Kwame,Xu,EL674192B,1953-01-03,150 Ivywood Crescent,Leeds,LS3 2SJ
H0000531,3031.31,Rosalind,Kaur,ET921731D,2001-01-25,123 Alder Way,Bristol,BS2 3EW
H0000532,1212.09,Sanjay,Abbott,OP609813D,2003-04-22,191 Granby Row,Manchester,M11 4ZE
